pageName|name|testData|xpath
companyClientLayout|manufacturingCostType_NotUse||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[12]/td[2]/span[2]/span[2]/input
companyClientLayout|businessPersonType_Applicable||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[13]/td[2]/span[2]/span/input
companyClientLayout|businessPersonType_Exempt||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[13]/td[2]/span[2]/span[2]/input
companyClientLayout|taxationMethod_General||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[14]/td[2]/span[2]/span/input
companyClientLayout|taxationMethod_Simplified||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[14]/td[2]/span[2]/span[2]/input
companyClientLayout|businessSegmentUsageType_Yes||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[15]/td[2]/span[2]/span/input
companyClientLayout|businessSegmentUsageType_No||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[15]/td[2]/span[2]/span[2]/input
companyClientLayout|mainBusinessSegmentType||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[16]/td[2]/select
companyClientLayout|fractionOfSalesHandlingType||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[17]/td[2]/select
companyClientLayout|fractionOfPurchaseHandlingType||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[18]/td[2]/select
companyClientLayout|taxMethodAndTransferType_Include||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[19]/td[2]/span[2]/span/input
companyClientLayout|taxMethodAndTransferType_Exclude||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[19]/td[2]/span[2]/span[2]/input
companyClientLayout|ok||//html/body/div[3]/div[3]/div/div/div/table[2]/tbody/tr/td/table/tbody/tr/td/button
companyClientLayout|codeDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr/td[3]/span
companyClientLayout|companyNameDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[5]/td[3]/span
companyClientLayout|companyKanaDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[4]/td[3]/span
companyClientLayout|closingDateDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[8]/td[2]/span
companyClientLayout|accountPeriodDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[9]/td[2]/span
companyClientLayout|closingTypeDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[10]/td[2]/span
companyClientLayout|accountStructureDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[11]/td[2]/span
companyClientLayout|manufacturingCostTypeDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[12]/td[2]/span
companyClientLayout|businessPersonTypeDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[13]/td[2]/span
companyClientLayout|taxationMethodDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[14]/td[2]/span
companyClientLayout|businessSegmentUsageTypeDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[15]/td[2]/span
companyClientLayout|businessSegmentDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[16]/td[2]/span
companyClientLayout|fractionOfSalesHandlingTypeDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[17]/td[2]/span
companyClientLayout|fractionOfPurchaseHandlingTypeDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[18]/td[2]/span
companyClientLayout|taxMethodAdnTransferTypeDisp||//html/body/div/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div/div/div/div/div/div[3]/div/div/table/tbody/tr[19]/td[2]/span
companyClientLayout|title|disp<name>基本情報|//html/body/div/div/div/div[2]/div[2]/div/div/div/div/div/div/div/div/div/div/div[2]/table/tbody[2]/tr/td/div

menuBar|file||//html/body/div/div/div/div/div/div/div/table/tbody/tr/td/table/tbody/tr/td[2]/div/button
menuBar|createNewPeriod||//html/body/div[2]/ul/li[2]/a
menuBar|OK||//html/body/div[3]/div[2]/div/div/div/table[2]/tbody/tr/td/table/tbody/tr/td/button

bottomMenu|edit||//html/body/div/div/div/div[2]/div[3]/div/div/div/div/div/table[2]/tbody/tr/td/table/tbody/tr/td[4]/button
bottomMenu|save||//html/body/div/div/div/div[2]/div[3]/div/div/div/div/div/table[2]/tbody/tr/td[2]/table/tbody/tr/td/button
bottomMenu|close||//html/body/div/div/div/div[2]/div[3]/div/div/div/div/div/table[2]/tbody/tr/td[3]/table/tbody/tr/td[4]/button
